Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Senior,Ai Pu Jing Software Technology (Hong Kong) Co Limited,http://www.apjcorp.com.hk,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['12 years IT project experience', 'SDLC, PMO, vendor management', 'Holder of PMP or ScrumMaster']",/hk/en/job/it-project-manager-100003008774398,IT Project Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,1,0,0,0,12
Not Specified,Entry,Motive Force Technology Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Design, Multi-media, Information Technology (IT), Application Specialist - Software","[""1-2 years' experience in Game Design"", 'Willing to learn new programming knowledge', 'Multiple hires']",/hk/en/job/vr-application-developer-programmer-100003008760164,VR Application Developer / Programmer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Middle,Chow Sang Sang Holdings International Limited,http://www.chowsangsang.com,27-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Product Management / Business Analyst","['Analyze & obtain requirements, identify solution', 'Plan, coordinate & monitor the project progress', '3 years or above project management experience']",/hk/en/job/senior-executive-project-100003008772336,Senior Executive - Project,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,3
Not Specified,Entry,Datalink Business Solutions Limited,http://www.datalink.com.hk,27-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Security, Network & System","['Coordinate with technical support team on ad-hoc p', 'Responsible for supporting the security solution', 'fresh graduated but smart will also be considered']",/hk/en/job/system-specialist-engineer-100003008771421,System Specialist / Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Middle,IT Solutions Limited.,Not Specified,28-09-2021,22-10-2021,0,['jobs @itsolutions.com.hkorPlease'],Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['New Life Insurance System Projects - Major Bank', 'Experience in using .Net, Java, Python or others', 'With or without banking experience']",/hk/en/job/life-insurance%3A-java-sa-senior-ap-ap-major-bank-100003008776615,Life Insurance: JAVA  SA / Senior AP / AP - Major Bank,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,1,0,1,2
Not Specified,Entry,Slowood Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Support, Data Scientist","['Degree in IT related', 'Fresh gradates are welcome', 'System maintenance']",/hk/en/job/system-specialist-system-administrator-100003008766021,System Specialist / System Administrator,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Middle,Ralph Lauren,http://www.ralphlauren.com,28-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Network & System","['5+ years enterprise level network engineering', 'Cisco/Aruba', 'APAC focus']",/hk/en/job/network-engineer-cisco-aruba-100003008776202,Network Engineer (Cisco/Aruba),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,5
Not Specified,Entry,Adsale Exhibition Services Limited,Not Specified,28-09-2021,22-10-2021,['3586-0196'],no-email@email.com,General Business Services,"Information Technology (IT), Application Specialist - Software, Software Development, Application Specialist - Network","['C#, .NET, .net MVC and MSSQL', 'Web Programming, Database Maintenance, SQL', ""5 days' work week and double pay""]",/hk/en/job/analyst-programmer-c-net-net-mvc-and-mssql-100003008774809,"Analyst Programmer  (C#, .NET, .net MVC and MSSQL)","Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,0,1,0,0,1,1
Not Specified,Senior,Michael Page,http://www.michaelpage.com.hk,27-09-2021,22-10-2021,['2848 9540'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Security, Network & System, Technical / Functional Consulting","['International consumer electronics manufacturer', 'Manage partners, IT vendors on Security matters', 'Develop and manage IT Security projects']",/hk/en/job/cyber-security-security-consultant-assistant-manager-100003008770076,"Cyber Security/ Security Consultant, (Assistant) Manager","Full Time, Permanent",Degree,HK$45K-55K/month,Data Scientist,0,50,0,0,0,0,0,0,1
Not Specified,Middle,Everbright Sun Hung Kai Company Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), IT Management, Security, Network & System","['Plan, design, implement IT security infrastructure', 'Review IT initiatives', '5 years of relevant experience']",/hk/en/job/assistant-vice-president-infrastructure-support-security-engineer-100003008765190,"Assistant Vice President, Infrastructure Support (Security Engineer)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,5
Not Specified,Middle,Towngas Telecommunications Company Limited,http://www.towngastelecom.com,27-09-2021,22-10-2021,0,no-email@email.com,Public Utilities,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Application Specialist - Network, Network & System","['Perform on-site hardware installations', 'SI /IoT/IP/Wi-Fi', "">3yrs' exp in enterprise network management""]",/hk/en/job/network-engineer-100003008769712,Network Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Entry,Hong Kong Digital Asset Ex Limited,Not Specified,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Financial Services, Information Technology (IT), Product Management / Business Analyst, Software Development","['Software Engineer', 'Crypto', 'DevSecOps']",/hk/en/job/devops-engineer-100003008770773,DevOps Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,1,0,0,0,2
Not Specified,Entry,"Huawei Tech. Investment Co., Limited",http://www.huawei.com.cn,28-09-2021,22-10-2021,0,no-email@email.com,Electronics/Electrical Equipment,"Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Software Development","['Degree in CS, EE, Software/System Engineering', 'Solid programming skills in C/C++', 'Fresh graduates are welcomed to apply']",/hk/en/job/software-engineer-100003008773515,Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Entry,BGC Group (HK) Limited,http://www.bgc-group.hk,25-09-2021,22-10-2021,0,['Blair @bgc-group.com'],Human Resources Management/Consultancy,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['On-the-job training to reach your potential', '5-Days Working; NO Shift; Work-life Balance', 'Fresh Grad will be considered as Junior IT Support']",/hk/en/job/helpdesk-support-it-support-tier-1-fresh-grad-are-also-welcome-100003008766289,Helpdesk Support / IT Support - Tier 1 (Fresh Grad are also welcome),"Full Time, Permanent",Matriculated,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Senior,Livi Bank Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Banking,"Banking / Finance, Retail Banking, Information Technology (IT), Application Specialist - Software, Software Development","['Virtual Bank / Digital bank', 'Software Engineer', 'Excellent Career Development Opportunity']",/hk/en/job/senior-software-engineer-100003008755243,Senior Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,1,0,0,0,8
Not Specified,Middle,The Hong Kong And China Gas Co Limited,http://www.towngas.com,24-09-2021,22-10-2021,0,no-email@email.com,Public Utilities,"Information Technology (IT), IT Project Management / Team Lead, Software Development","['Conduct business re-engineering process', 'Degree holder in Information Technology', "">8yrs' exp in IT solution implementation""]",/hk/en/job/solution-architect-100003008761514,Solution Architect,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,8
Not Specified,Middle,Global Executive Consultants Limited.,http://www.globexec.com,24-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['VB.NET / ASP.NET / C#.NET', 'Crystal Report', 'MS SQL database']",/hk/en/job/analyst-programmer-operations-and-it-department-hk%2425k-35k-ref-no-%3A-24824-100003008763964,Analyst Programmer (Operations and IT Department) (HK$25K – 35K) (Ref. No.: 24824),"Full Time, Permanent",Non-Degree Tertiary,HK$25K-35K/month,Data Scientist,1,0,0,0,0,0,0,1,1
Not Specified,Middle,IT Solutions Limited.,Not Specified,25-09-2021,22-10-2021,0,['jobs @itsolutions.com.hkorPlease'],Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA","['Internet & Mobile Banking (Fresh Grad Welcome)', 'Enterprise Technology: J2EE,WebSphere,Hibernate', 'Experience in .Net, Java, Python or others']",/hk/en/job/internet-mobile-banking%3A-java-sa-ap-p-fresh-grad-welcome-major-bank-100003008766732,Internet & Mobile Banking: JAVA  SA / AP/ P (Fresh Grad Welcome) - Major Bank,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,1,0,0,1
Not Specified,Entry,Edvance Technology (Hong Kong) Limited,http://www.edvance.hk,24-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Security, Others, Student / Fresh Graduate / No Experience","['Suitable for fresh graduate or equivalent', 'Develop technical skills in Cybersecurity', 'Work with major enterprises in Hong Kong and Macau']",/hk/en/job/technical-engineer-100003008764481,Technical Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,0,1
Not Specified,Middle,Automated Systems (HK) Limited,http://www.asl.com.hk,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Security, Network & System, Others","['Server systems, security appliances, networking', 'Resolves IT security issues', 'Holder of security certifications']",/hk/en/job/it-infrastructure-security-specialist-ref%3A-2021-itis-bo6-01-100003008760948,IT Infrastructure & Security Specialist (Ref: 2021/ITIS/BO6/01),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,5
Not Specified,Entry,Classy Wheeler Limited,http://www.classywheeler.com.hk,23-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting","['Leading IT service and solutions provider.', 'Exposure to sizable key clients', '5-day work, stable working environment']",/hk/en/job/desktop-service-engineer-system-engineer-100003008758396,Desktop Service Engineer / System Engineer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,1,0,0,0,1,1
Not Specified,Senior,Randstad Hong Kong Limited,http://www.randstad.com.hk,24-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Security","['Permanent Headcount', 'Well-known & Stable Business', 'Large Scale Projects']",/hk/en/job/senior-it-manager-enterprise-architecture-100003008766628,Senior IT Manager - Enterprise Architecture,"Full Time, Permanent",Degree,HK$70K-90K/month,Data Scientist,0,80,0,0,0,0,0,0,1
Not Specified,Senior,Ocean Park Corporation,http://www.oceanpark.com.hk,23-09-2021,22-10-2021,0,no-email@email.com,Entertainment/Recreation,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['Ticketing system maintenance and support', 'Support integration through APIs', '3 years working experience in IT industry']",/hk/en/job/assistant-manager-it-division-water-world-100003008758193,"Assistant Manager (IT Division, Water World)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,1,3
Not Specified,Senior,Ladies' Recreation Club,Not Specified,24-09-2021,22-10-2021,0,['careers @lrc.com.hk'],Hospitality/Catering,"Information Technology (IT), IT Project Management / Team Lead, IT Management","['Attractive Salary Package', 'Excellent Staff Benefits', 'Free Shuttle Bus Service & Free Duty Meal']",/hk/en/job/i-t-manager-100003008764736,I.T. Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,8
Not Specified,Senior,WCL Solution Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting","['Experience Managing Multiple Projects', 'RPA / ECM / Workflow / Business Process Automation', 'Client Facing Exp (Vendor/SI Role)']",/hk/en/job/project-manager-100003008748638,Project Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,3
Not Specified,Entry,Sa Sa Dot Com Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Network & System, E-commerce, Business Development, Software Development","['eCommerce systems / Online platform', 'IT fresh grad also consider', 'Java, JSP, PHP, html, Restful API, RDBDM SQL, GIT']",/hk/en/job/system-programmer-fresh-graduate-100003008762381,System Programmer (Fresh Graduate),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,1
Not Specified,Entry,Bond West Consultants,http://www.bondwest.com,23-09-2021,22-10-2021,['2957 8166'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others","['Permanent role', 'ePayment │ JAVA │Spring Boot│ReactJS', '5 days']",/hk/en/job/backend-developer-%E2%94%82-epayment-%E2%94%82-java-%E2%94%82spring-boot%E2%94%82reactjs-%E2%94%82-30-50k-100003008759379,Backend Developer │ ePayment │ JAVA │Spring Boot│ReactJS │ 30-50K,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,3
Not Specified,Middle,Octopus Infotech Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Education, Others, Information Technology (IT), Software Development, Mobile / Wireless Communications","['Mobile App development for Android and/or iOS', 'Minimum 5 years of software development experience', 'Fast-paced, exciting, attractive salary & benefits']",/hk/en/job/senior-programmer-100003008760054,Senior Programmer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,1,5
Not Specified,Entry,Success Base Engineering Limited,Not Specified,25-09-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Proficient in Front-End & Back-End Web Programming', '4 years or above solid experience', 'Excellent exposure & Work Life Balance']",/hk/en/job/full-stack-web-developer-100003008765986,Full Stack Web Developer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,1,0,1,1
Not Specified,Senior,WiseSpot Company Limited,http://www.wisespotgroup.com,24-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), IT Project Management / Team Lead, Technical / Functional Consulting","['Telecom & enterprise IT large-scale projects', 'Agile project management with 4-5 years experience', 'Competitive remuneration package']",/hk/en/job/project-manager-si-projects-100003008759088,Project Manager (SI Projects),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,1,0,1,4
Not Specified,Senior,Seeds Talent Solution Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, E-commerce, Software Development","['Preferable with F&B / ecommerce background', 'Familiar with mobile usage and social trends', 'Less experience will also be considered']",/hk/en/job/project-manager-100003008759192,Project Manager,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,5
Not Specified,Senior,Ignite Ventures Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Backend engineering at a funded startup.', 'Small team, fast pace.', 'Remote part-time or contract work.']",/hk/en/job/senior-backend-engineer-startup-contract-or-part-time-saas-100003008760893,Senior Backend Engineer / Startup / Contract or Part Time / SaaS,"Contract,Temporary",Degree,NotSpecified,Data Scientist,0,0,0,1,0,0,0,1,6
Not Specified,Senior,Job Gallery Consultancy Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Financial Services, Information Technology (IT), Application Specialist - Network, Network & System","['Oversee projects and operations of the System Plan', 'front/back office & maintenance of trading system', 'IT security control & review']",/hk/en/job/vice-president-deputy-head-system-planning-department-it-financial-industry-100003008758501,"Vice President / Deputy Head, System Planning Department  - IT (Financial Industry)","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,10
Not Specified,Entry,Logistics and Supply Chain MultiTech R&D Centre Limited,http://www.lscm.hk,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development","['Design and development of radio/IoT', 'Design and development of user interface', 'At least 2 years’ experience in software design']",/hk/en/job/software-engineer-embedded-system-100003008759503,Software Engineer (Embedded System),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,1,0,0,2
Not Specified,Middle,Atos Information Technology HK Limited,http://atos.net,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Others","['12 years of IT experience;', 'System architect design', 'Presales']",/hk/en/job/application-architect-100003008760761,Application Architect,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,12
Not Specified,Middle,DBS Bank Limited,http://www.dbs.com.hk,24-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Corporate Banking, Information Technology (IT), Product Management / Business Analyst","['See job description.', 'See job description.', 'See job description.']",/hk/en/job/avp-senior-associate-digital-innovation-management-sme-banking-100003008764012,"AVP/Senior Associate, Digital & Innovation Management, SME Banking","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,5
Not Specified,Entry,Delken Group Limited,http://www.delken.com.hk,23-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Transportation & Logistics, Supply Chain","['3 years+ Business Analyst experience', 'Freight Management /or Logistics background prefer', '5-day work, flexitime & Work from home arrangement']",/hk/en/job/business-analyst-supply-chain-technology-100003008758711,Business Analyst (Supply Chain Technology),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,1,0,1,0,0,1,1
Not Specified,Middle,IT Solutions Limited.,Not Specified,23-09-2021,22-10-2021,0,['jobs @itsolutions.com.hkorPlease'],Information Technology,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['Corporate Banking: Payment System', 'Java, J2EE, MVC Model, JSP, JavaScript, DB2', 'With or without banking experience']",/hk/en/job/corporate-banking-payment-system-team%3A-java-sa-ap-p-fresh-grad-welcome-100003008760782,Corporate Banking Payment System Team: Java SA / AP / P (Fresh Grad Welcome),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Entry,Hypebeast Hong Kong Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), Application Specialist - Software, Software Development","[""Diverse project exposure across company's products"", 'Rapidly expanding team due to business needs', 'Young, fun and international team members']",/hk/en/job/ios-developer-100003008759989,iOS Developer,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,1
Not Specified,Middle,Ambitious People Group,http://www.ambitiouspeople.hk,23-09-2021,22-10-2021,['3511 6261'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Management, Mobile / Wireless Communications","['150+ IT expertise size', 'fintech', 'Guaranteed the 13th-month bonus']",/hk/en/job/senior-mobile-developer-native-%7C-securities-trading-system-100003008758067,Senior Mobile Developer (Native) | Securities Trading System,"Full Time, Permanent",Degree,HK$35K-45K/month,Data Scientist,0,40,0,0,0,0,0,0,1
Not Specified,Senior,City University of Hong Kong,http://www.cityu.edu.hk,24-09-2021,22-10-2021,"['2788 1154', '3442 0311']",no-email@email.com,Education,"Information Technology (IT), IT - Webmaster / SEO, Others, UI/UX Designer","['Gratuity, leave, medical and dental schemes', 'Develop and maintain websites with HTML', 'Bachelor’s degree in Information Technology']",/hk/en/job/assistant-it-manager-ui-ux-in-the-enterprise-solutions-office-%5Bref-d-289-03%5D-100003008760862,Assistant IT Manager (UI/UX) in the Enterprise Solutions Office [Ref. D/289/03],"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,5
Not Specified,Entry,Ambitious People Group,http://www.ambitiouspeople.hk,23-09-2021,22-10-2021,['3511 6262'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Others, Mobile / Wireless Communications","['Down-to-earth Management Style', 'Guaranteed Career Path', 'In-house product development']",/hk/en/job/mobile-developer-%7C-cloud-based-process-management-platforms-100003008760670,Mobile Developer | Cloud-based Process Management platforms,"Full Time, Permanent",Degree,HK$30K-45K/month,Data Scientist,0,37,0,0,0,0,0,0,1
Not Specified,Entry,Up Way China Bullion Limited,Not Specified,23-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Software Development, Application Specialist - Network","['Attendance Bonus, Bank Holidays, Annual Leave', 'Double Pay, Medical Benefits, Travel Rewards', 'Monday to Friday: 9 am to 6 pm, Work 5 days a week']",/hk/en/job/it-devops-engineer-programmer-%E9%81%8B%E7%B6%AD%E5%B7%A5%E7%A8%8B%E5%B8%AB-100003008760010,IT - DevOps Engineer / Programmer 運維工程師,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,1,0,1,1
Not Specified,Senior,Amazon Corporation Limited,Not Specified,07-10-2021,22-10-2021,0,no-email@email.com,Interior Design/Graphic Design,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Work closely with business and operations leadersh', 'Drive the delivery of critical business initiative', '12+ years of experience in software development']",/hk/en/job/senior-technical-program-manager-100003008799836,Senior Technical Program Manager,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
 -,Entry,SociÃ©tÃ© GÃ©nÃ©rale,Not Specified,20-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/intern-data-scientist/07276099,INTERN: Data Scientist,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,2
 Pokfulam,Entry,SmartBLKTrade Limited (SBT),Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/research-data-scientist-big-data-engineer-ai-dept/07271441,"Research Data Scientist / Big Data Engineer, AI Dept",Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,0,1,0,1
 Pokfulam,Senior,SmartBLKTrade Limited (SBT),Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/director-of-ai-dept-research-data-scientist-ai-engineer/07271440,Director of AI Dept / Research Data Scientist / AI Engineer,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,0,1,0,1
 Pokfulam,Senior,SmartBLKTrade Limited (SBT),Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/project-manager-system-architect-full-stack-developer-senior-programmer-programmer-data-scientist-cybersecurity-engineer-machine-learning-and-blockchain-programmer/07271439,Project Manager / System Architect / Full Stack developer / Senior Programmer / Programmer / Data Scientist / Cybersecurity engineer / Machine Learning and Blockchain programmer,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,1,0,0,1,0,1
 -,Entry,SociÃ©tÃ© GÃ©nÃ©rale,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-scientist/07271358,Data Scientist,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,1
 -,Senior,Unicorn Advisor (HK) Limited,Not Specified,11-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/director-title-data-scientist-under-ficc-department/07261583,Director title data scientist under FICC department,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,1
 Lantau,Middle,Cathay Pacific Airways Limited,Not Specified,04-10-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/associate-data-scientist/07252033,Associate Data Scientist,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,5
 Shatin,Entry,A.S. Watson Retail (HK) Limited,Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-data-scientist-sql-python-r/07244002,"(Senior) Data Scientist (SQL, Python, R)",Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,3
 -,Entry,"JPMorgan Chase Bank, N.A.",Not Specified,28-09-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/awm-data-scientist-vp/07243958,AWM - Data Scientist - VP,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,1
 -,Entry,Standard Chartered Bank,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-scientist-mox/07237306,Data Scientist - Mox,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,4
 Tsimshatsui,Entry,TAS Services Limited,Not Specified,24-09-2021,22-10-2021,0,no-email@email.com,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-scientist-quant-researcher/07237618,Data Scientist / Quant Researcher,Not Specified,Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,1,0,1
Not Specified,Senior,Seamatch Asia Limited,Not Specified,22-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, DBA, Data Scientist","['Data Analyst, Senior Data Analyst, Trainee Analyst', 'Data warehousing, data integration, data analytics', 'Good sense of SQL logic and data flow required']",/hk/en/job/senior-data-analysts-data-analysts-trainee-analysts-100003008835152,Senior Data Analysts / Data Analysts / Trainee Analysts,"Full Time, Permanent",Not Specified,NotSpecified,Data Analyst,1,0,1,0,1,0,0,1,1
Not Specified,Middle,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Product Management / Business Analyst, Data Scientist","['Double Pay, Discretionary Bonus, Medical Insurance', 'Birthday Leave, Meal Allowance', 'Data Analysis, Customer Experience Enhancement']",/hk/en/job/business-analyst-100003008836621,Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,2
Not Specified,Senior,Green Tomato Limited,http://www.gtomato.com,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Product Management / Business Analyst","['Birthday Leave', 'Competitive remuneration', 'Year-end Performance Bonus']",/hk/en/job/business-analyst-100003008834734,Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Analyst,1,0,0,0,1,0,0,0,2
