Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Middle,CLP Power Hong Kong Limited,08-10-2021,22-10-2021,0,no-email@email.com,Public Utilities,"Full Time, Permanent",Engineer II (2-Year Contract) [Ref: CLPP-PSBG-TD-Civil-CD-EII],3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/engineer-ii-2-year-contract-%5Bref%3A-clpp-psbg-td-civil-cd-eii%5D-100003008800347,"['Civil Engineering,  Structural Engineering', 'At least 3 yearsâ€™ relevant engineering experience', 'Buildings Ordinance and Building (Construction)']","Engineering, Others, Information Technology (IT), Network & System"
Not Specified,Senior,Kerry Logistics,29-09-2021,22-10-2021,['2614 8517'],no-email@email.com,Freight Forwarding/Delivery/Shipping,"Full Time, Permanent",IT Services Manager / Business Analyst  (Office Automation),5,Degree,NotSpecified,Analyst Programmer,0,0,1,0,0,0,0,Not Specified,/hk/en/job/it-services-manager-business-analyst-office-automation-100003008778385,"['Bachelor Degree in Computer Science', With 5 years' relevant experience""", 'Send CV to '
Not Specified,Entry,ServiceOne Limited,04-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Network Engineer,2,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/senior-network-engineer-100003008788460,"['Finance Industry, sophisticated technology', 'Network infrastructure', 'Installation, maintenance, and troubleshoot']","Information Technology (IT), Support, IT Management, Network & System"
Not Specified,Middle,EY,07-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent",Consulting - Cyber Security - Penetration Test - Senior - Hong Kong,1,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/consulting-cyber-security-penetration-test-senior-hong-kong-100003008797779,"[Bachelor's Degree in Computer Science""", 'A broad appreciation of business processes'
Not Specified,Entry,GDC Technology Limited,11-10-2021,22-10-2021,0,no-email@email.com,Others,"Full Time, Permanent",Software Test Engineer,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.gdc-tech.com,/hk/en/job/software-test-engineer-100003008806214,"['Execute functional test plans', 'Maintain test plan documentation', 'Discretionery bonus,Medical insurance,5-day work']","Information Technology (IT), Software Development, Testing / QA, Others, Student / Fresh Graduate / No Experience"
Not Specified,Entry,China Mobile Hong Kong ä¸­åœ‹ç§»å‹•é¦™æ¸¯,06-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Technical Officer - Radio Network Optimization,1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.hk.chinamobile.com,/hk/en/job/technical-officer-radio-network-optimization-100003008795269,"['Network Signal Testing', 'Telecommunication, Electronic Engineering', 'Network analysis team']","Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Mobile / Wireless Communications"
Not Specified,Entry,YOOV Internet Technology (HK) Limited,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",F&B Analyst (5-day work),1,Matriculated,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/f-b-analyst-5-day-work-100003008777277,"['Work on System Deployment & Implementation', 'Provide System Training, Support to the Clients', 'Fast Growing IT Company with Good prospect']","Information Technology (IT), Hardware, Support, Network & System"
Not Specified,Senior,Vsoloop Limited,07-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Digital Account Manager / Project Executive (Fresh Grad Welcome),2,Degree,NotSpecified,Analyst Programmer,0,0,1,0,0,0,0,Not Specified,/hk/en/job/digital-account-manager-project-executive-fresh-grad-welcome-100003008797287,"['Experience in digital agency and account servicing', 'Coordinate web, apps, backend digital projects', 'Less exp. considered as senior / project executive']","Media & Advertising, Account Servicing, Information Technology (IT), Product Management / Business Analyst, Marketing / Public Relations, Digital Marketing"
Not Specified,Senior,Accentrix Company Limited,11-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Project Manager (Five-Day Work Week),8,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.accentrix.com/,/hk/en/job/project-manager-five-day-work-week-100003008806835,"['IoT, SaaS, Smart Community project', 'Business Oriented, Technology Driven', 'Flexible Working Hours, Performance Bonus']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,Tradelink Electronic Commerce Limited,27-09-2021,22-10-2021,['25991680'],no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer,1,Not Specified,NotSpecified,Analyst Programmer,0,1,0,0,0,0,1,http://www.tradelink.com.hk,/hk/en/job/analyst-programmer-100003008772171,"['5-day work week, medical insurance and double pay', 'Degree / Higher Diploma of IT / computer science', '> 2 years working experience in related field']","Information Technology (IT), Software Development, Others"
Not Specified,Entry,Expert Systems Limited,08-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Solutions Engineer, Infrastructure and Cloud Team",3,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.expertsystems.com.hk,/hk/en/job/solutions-engineer-infrastructure-and-cloud-team-100003008804215,"['3 yrs of exp relevant System Engineer', 'offer professional trainings & certifications', '5-day work,perf. bonus,medical,office next to MTR']","Information Technology (IT), Software Development, Network & System, Technical / Functional Consulting"
Not Specified,Entry,The University of Hong Kong,11-10-2021,22-10-2021,0,no-email@email.com,Education,"Full Time, Permanent",IT Officer,1,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-officer-100003008806118,"['IT Officer', 'Information Technology Services', Bachelor's Degree""]""","Information Technology (IT), Others"
Not Specified,Entry,Wise Key Consultants Limited,05-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",System Technician / Technical Support,3,School Certificate,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-technician-technical-support-100003008790022,"['Good salary', 'Secuity industry', 'Development opportunities']","Information Technology (IT), Network & System"
Not Specified,Entry,PeopleLink Services Limited,07-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Project Administrator,1,Matriculated,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.peoplelink-group.com/,/hk/en/job/project-administrator-100003008799095,"['Provide clerical support to IT team', 'Administrative work', '1 year experience']","Admin & HR, Clerical / Admin Staff, Secretary, Information Technology (IT), Support"
Not Specified,Entry,A.S. Watson Retail (HK) Limited,06-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Full Time, Permanent",(Senior) QA Specialists (eCommerce website and apps),1,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,https://www.aswatsoncareers.com/,/hk/en/job/senior-qa-specialists-ecommerce-website-and-apps-100003008794558,"['Responsible for UAT test cases', 'Testing on eCommerce website/App', 'Regional exposure']","Information Technology (IT), Testing / QA, E-commerce, Software Development"
Not Specified,Senior,BGC Group (HK) Limited,12-10-2021,22-10-2021,0,['blair @ bgc-group.com'],Human Resources Management/Consultancy,"Full Time, Permanent",IT Infrastructure Solution Architect *Attractive Salary Package*,5,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.bgc-group.hk,/hk/en/job/it-infrastructure-solution-architect-*attractive-salary-package*-100003008811517,"['6+ yrs of experience in IT infrastructure projects', 'Attractive salary package with fringe benefits', 'Fast-growing enterprise & rapid career advancement']","Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting"
Not Specified,Middle,ABeam Consulting LTD. (HK Branch),11-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",SAP Basis Consultant (â‰¥40k),5,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/sap-basis-consultant-%E2%89%A540k-100003008808398,"['Guaranteed 13 months salary, Performance bonus', '13 days AL and Up to 20 days', 'Training, Medical, Dental']","Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting"
Not Specified,Senior,Pinpoint Asia Limited,08-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","VP - Salesforce Development Lead (Apex, Lightning) - Elite Global Investment Bank in HK",10,Degree,HK$90K-120K/month,Analyst Programmer,105,0,0,0,0,0,0,http://www.pinpointasia.com,/hk/en/job/vp-salesforce-development-lead-apex-lightning-elite-global-investment-bank-in-hk-100003008800626,"['Elite Global Investment', 'Excellent remuneration', 'Multi-Year Salesforce Implementation']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Entry,China Galaxy International Financial Holdings Limited,08-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",IT Support Officer - IT Department,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-support-officer-it-department-100003008804753,"['Tier 1 IT support and service delivery', 'Good exposure to the financial industry', 'Solid IT support experience is a plus']","Information Technology (IT), Support"
Not Specified,Entry,Hong Kong Sheng Kung Hui Welfare Council Limited,30-09-2021,22-10-2021,0,no-email@email.com,Charity/Social Services/Non-Profit Organisation,"Full Time, Permanent",System Analyst ç³»çµ±åˆ†æžå“¡ (ç·¨è™Ÿ: CA/SA/20210222-12),1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,1,1,0,0,0,0,http://www.skhwc.org.hk,/hk/en/job/system-analyst-%E7%B3%BB%E7%B5%B1%E5%88%86%E6%9E%90%E5%93%A1-%E7%B7%A8%E8%99%9F%3A-ca-sa-20210222-12-100003008784895,"['ASP.NET Core / ASP.NET MVC (C#), JavaScript', 'Proficiency in Microsoft SQL and database design', At least 5+ years' programming experience""]""","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Middle,Dow Jones & Co,11-10-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Full Time, Permanent",Technical Support Executive,3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/technical-support-executive-100003008807166,"['Open to Work From Home, with Allowance & Supplies', 'Attractive Salary & Benefits', 'Great Company Culture & Friendly Teams']","Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Information Technology (IT), Network & System"
Not Specified,Middle,Kazoo Technology (Hong Kong) Limited,04-10-2021,22-10-2021,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Full Time, Permanent",Backend Application Developer (Junior/Senior),2,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,1,1,1,1,1,0,Not Specified,/hk/en/job/backend-application-developer-junior-senior-100003008787017,"['Great Team, Growing Company, Love Programming', 'Degree/Diploma', '5-day work, Respect Engineers']","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Entry,Morgan Half International (Hong Kong) Limited,06-10-2021,22-10-2021,0,['info @morganhalf.com'],Human Resources Management/Consultancy,"Full Time, Permanent","IT Support Engineer (In-house, APAC role)",1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,https://www.morganhalf.com/,/hk/en/job/it-support-engineer-in-house-apac-role-100003008796504,"['In-house position, Tier-1 support', '13+ months salary, 5 days work (APAC role in HK)', 'MS Windows, Hyper-V, Linux, Exchange, AD, Network']","Information Technology (IT), Hardware, Support, Network & System"
Not Specified,Senior,Company Confidential,09-10-2021,22-10-2021,0,['polly_lm_chan @ manulife.com.hkPersonal'],Insurance/Pension Funding,"Full Time, Permanent",**URGENT** Manager (Degree Holder in any discipline) On-Job-Training provided,3,Degree,HK$25K-55K/month,Analyst Programmer,40,0,0,0,0,0,0,Not Specified,/hk/en/job/**urgent**-manager-degree-holder-in-any-discipline-on-job-training-provided-100003008805317,"['6-12 months Promotion Program $25k - $60k', 'On-Job Training and Management Grade', 'Long-term Career Development']","Media & Advertising, Production, Engineering, Electrical / Electronics, Information Technology (IT), Technical / Functional Consulting"
Not Specified,Middle,YFY Jupiter Limited,05-10-2021,22-10-2021,0,no-email@email.com,Packaging,"Full Time, Permanent",System Engineer,3,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-engineer-100003008792228,"['System support', '3 years or above working experience', '5 days work, annual leave 14 days start, medical']","Information Technology (IT), Support, Network & System"
Not Specified,Middle,Humanevalue Limited,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",[IT Work in Japan] Big Data Engineer (No Japanese required),1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/%5Bit-work-in-japan%5D-big-data-engineer-no-japanese-required-100003008774600,"['Japan relocation support with all-rounded benefits', 'No Japanese required', 'Cutting-edge technology']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,Expert Systems IVR (Asia) Co Limited,24-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Engineer  ( Full time or Part Time ),2,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,1,0,0,1,0,0,http://www.esi-asia.com,/hk/en/job/software-engineer-full-time-or-part-time-100003008763765,"['Flexible working time or a Part time job', 'Young & Energetic Team, Friendly Environment', 'Proficiency in JavaScript, VUE.js, Laravel, Node.j']","Information Technology (IT), Software Development, Testing / QA, E-commerce, Software Development"
Not Specified,Middle,China Construction Bank (Asia) Corporation Limited,23-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Senior Systems Consultant (Middleware),5,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.asia.ccb.com/,/hk/en/job/senior-systems-consultant-middleware-100003008760600,"['Senior Systems Consultant', 'Middleware', 'Oracle WebLogic / IBM WebSphere']","Information Technology (IT), Application Specialist - Software"
Not Specified,Entry,Ewell Hong Kong Limited,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Project Executive - Healthcare IT Solutions,1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/project-executive-healthcare-it-solutions-100003008775184,"['5-day work week; Flexible Work Hour', 'Smart Hospital Projects', 'Excellent Career Development']","Information Technology (IT), Support, Software Development, Network & System"
Not Specified,Middle,Linedata Services (H.K.) Limited,29-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst - Consulting - Implementation,2,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.linedata.com,/hk/en/job/analyst-consulting-implementation-100003008777649,"['project implementation', 'project management', 'Hedge Fund']","Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting"
Not Specified,Middle,Nigel Frank International,27-09-2021,22-10-2021,['3018 0386'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",AI Engineer,1,Degree,HK$25K-55K/month,Analyst Programmer,40,0,0,0,0,0,0,Not Specified,/hk/en/job/ai-engineer-100003008769790,"['AI model solutions', 'Python/Java/ML library/ DevOps/Agile', Inhouse team/Perm/5 days' work""]""","Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist"
Not Specified,Middle,SOSOC Limited,27-09-2021,22-10-2021,0,no-email@email.com,Others,"Full Time, Permanent",DevOps Developer ( Server ),3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,1,0,Not Specified,/hk/en/job/devops-developer-server-100003008772855,"['Strong experience in PostgreSQL', 'CI/CD Automation', 'Strong Experience in GitFlow, AWS Code deploy']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Senior,Allegis Global Solutions (Hong Kong) Limited,24-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","Technical Officer / Lead (Bank, ATM & Switch technology, contract to perm)",3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/technical-officer-lead-bank-atm-switch-technology-contract-to-perm-100003008766544,"['International bank exposure', 'Potential to convert to contract', 'Great career development opportunity']","Information Technology (IT), Network & System, Technical / Functional Consulting, Others"
Not Specified,Senior,AGS Group Limited,30-09-2021,22-10-2021,0,['ada @agsgroup.com.hk'],Human Resources Management/Consultancy,"Full Time, Permanent",Senior ERP System Manager (Maximo),8,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.agsgroup.com.hk,/hk/en/job/senior-erp-system-manager-maximo-100003008784164,"['Maximo', 'ERP', 'Property Management System']","Information Technology (IT), IT Project Management / Team Lead, Software Development, Network & System"
Not Specified,Senior,GOGO TECH LTD,26-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior iOS Developer,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,1,0,1,0,Not Specified,/hk/en/job/senior-ios-developer-100003008768686,"['iOS Development', 'Flexible Work Arrangements', 'Competitive Salary package']","Information Technology (IT), Software Development"
Not Specified,Senior,Sun Hung Kai Properties Limited,29-09-2021,22-10-2021,0,no-email@email.com,Property Development,"Full Time, Permanent",DATABASE MANAGER,10,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.shkp.com.hk,/hk/en/job/database-manager-100003008779810,"['10 yrsâ€™ exp in database programming, ETL process', 'Manage a property-related data platform', 'Responsible for the analytics pipeline']","Information Technology (IT), DBA, Technical / Functional Consulting, Data Scientist"
Not Specified,Entry,The Hong Kong Institute of Certified Public Accountants,23-09-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Full Time, Permanent","OFFICER, INFORMATION TECHNOLOGY [Ref. O-IT/J]",3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.hkicpa.org.hk,/hk/en/job/officer-information-technology-%5Bref-o-it-j%5D-100003008760257,"['Responsible for design & delivery for new system', 'Recognized degree in Information Technology', 'Responsible for release management']","Information Technology (IT), Application Specialist - Software, IT Management, Software Development"
Not Specified,Middle,Morgan Half International (Hong Kong) Limited,23-09-2021,22-10-2021,0,['info @morganhalf.com'],Human Resources Management/Consultancy,"Full Time, Permanent",Junior Database Administrator | SQL | Welcome fresh graduate,5,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,https://www.morganhalf.com/,/hk/en/job/junior-database-administrator-%7C-sql-%7C-welcome-fresh-graduate-100003008760906,"['SQL Database, Excel, CSV', 'Cloud-based warehouse management system (WMS)', '5 days work, flexible working hour']","Information Technology (IT), DBA, Support, Product Management / Business Analyst"
Not Specified,Middle,Ambitious People Group,29-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","Fullstack Developer | E-commerce | PHP, JavaScript",1,Degree,HK$25K-45K/month,Analyst Programmer,35,1,0,1,0,1,0,http://www.ambitiouspeople.hk,/hk/en/job/fullstack-developer-%7C-e-commerce-%7C-php-javascript-100003008777322,"['Opportunities to learn the latest technologies', 'Open-minded culture', 'Work from home']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Middle,Ambitious People Group,27-09-2021,22-10-2021,['3511 6201'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Front-end developer| MNC Learning platform,1,Degree,HK$25K-45K/month,Analyst Programmer,35,1,1,1,1,1,0,http://www.ambitiouspeople.hk,/hk/en/job/front-end-developer%7C-mnc-learning-platform-100003008771652,"['2 years experience in frontend development', 'Knowledge in vuejs. reactjs.', 'Monthly Salary HKD 25000 to 4,0000 per month']","Information Technology (IT), Support, Software Development, Testing / QA"
Not Specified,Senior,Public Finance Limited,23-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent","Assistant Manager, Applications Development",8,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.publicfinance.com.hk,/hk/en/job/assistant-manager-applications-development-100003008758508,"['Double Pay, Discretionary Bonus,Insurance Benefits', 'Lead and manage various projects', 'University degree or above in Computer Science']","Information Technology (IT), IT Project Management / Team Lead, Software Development, Network & System"
Not Specified,Entry,"Kao, Lee & Yip Solicitors",06-10-2021,22-10-2021,0,no-email@email.com,Legal Services,"Full Time, Permanent",IT - Support Officer,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-support-officer-100003008795074,"['IT-Support', 'Technical', 'Server']","Information Technology (IT), Support, Professional Services, Legal & Compliance"
Not Specified,Senior,CL Technical Services Limited.,27-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Senior Business Analyst (BI, Project Management, up to $45K)",1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.clts.com,/hk/en/job/senior-business-analyst-bi-project-management-up-to-%2445k-100003008764314,"['Long Term BI Projects', 'Sizable Company', 'Work-life Balance']","Information Technology (IT), IT Management, Software Development, E-commerce, Product Management / Business Analyst"
Not Specified,Entry,Tradelink Electronic Commerce Limited,24-09-2021,22-10-2021,['25991680'],no-email@email.com,Information Technology,"Full Time, Permanent","Business Analyst, Identity Management (Fresh graduate is welcomed)",1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.tradelink.com.hk,/hk/en/job/business-analyst-identity-management-fresh-graduate-is-welcomed-100003008764750,"['5-day work week, medical insurance & double pay', 'Degree holder in Business Administration or IT', 'Fresh graduate will also be considered']","Information Technology (IT), Support, Product Management / Business Analyst, Others, Student / Fresh Graduate / No Experience"
Not Specified,Entry,Aecom Asia Company Limited,08-10-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Full Time, Permanent",Road Alignment Technician / é“è·¯è¨­è¨ˆç¹ªåœ–å“¡,1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.aecom.com,/hk/en/job/road-alignment-technician-%E9%81%93%E8%B7%AF%E8%A8%AD%E8%A8%88%E7%B9%AA%E5%9C%96%E5%93%A1-100003008801478,"['Higher Diploma / Degree holder in Engineering/IT', 'Communicate with engineers on design requirements', 'Fresh graduates are welcome']","Building & Construction, Building / Construction / QS, Information Technology (IT), Technical / Functional Consulting, Technical Writing"
Not Specified,Entry,Leighton Contractors (Asia) Limited,30-09-2021,22-10-2021,0,no-email@email.com,"Engineering - Building, Civil, Construction / Quantity Survey","Full Time, Permanent",IT Support Officer / Technical Support Analyst,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.leightonasia.com,/hk/en/job/it-support-officer-technical-support-analyst-100003008782858,"['IT support & services', 'Multi-national company', 'Good communication skills']","Information Technology (IT), Support, Building & Construction, Others"
Not Specified,Entry,Top Field Solutions Limited,08-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Network Engineer,2,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/network-engineer-100003008801777,"['Troubleshoot Cisco equipment through console', 'Upgrade firmware, perform basic configuration', 'At least 2 years working experience']","Information Technology (IT), Support, Network & System, Others"
Not Specified,Middle,HSBC Group,28-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Cyber Security Analyst - Digital Business Services,2,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/cyber-security-analyst-digital-business-services-100003008774656,"[World's leading financial institution""", 'Excellent Career Progression'
Not Specified,Middle,Wafer Systems (HK) Limited,08-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",NETWORK ENGINEER,1,Non-Degree Tertiary,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://wafersystems.com.hk/tc/,/hk/en/job/network-engineer-100003008803018,"['design, implementation and testing', 'commissioning of data networking projects', 'technical proposals and project documentation']","Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting"
Not Specified,Senior,Hong Kong Interbank Clearing Limited,08-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Manager (Cyber Security Architecture),5,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/manager-cyber-security-architecture-100003008804235,"['Knowledge of security solution technologies', 'Experience in policy development', 'Design, execute & support cyber security framework']","Information Technology (IT), Security, Network & System, Others"
Not Specified,Middle,Standard Chartered Bank (Hong Kong) Limited,29-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",IT Operations Analyst - Mox  - (2100026841),1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-operations-analyst-mox-2100026841-100003008777094,"['Troubleshooting and problem-solving skills', 'Must have the required technical skills', 'Technologies have been implemented']","Information Technology (IT), Others, Data Scientist"
Not Specified,Senior,Win Hanverky Holdings Limited,27-09-2021,22-10-2021,0,['hrd @ win-hanverky.com.hk'],Clothing/Garment/Textile,"Full Time, Permanent",Senior Business Analyst / Business Analyst,1,Not Specified,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.winhanverky.com,/hk/en/job/senior-business-analyst-business-analyst-100003008771527,"['Degree in Computer Science or related', 'Minimum 3 years of relevant experience', 'Double Pay, Discretionary Bonus, Medical Insurance']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development"
Not Specified,Entry,Manpower Services (Hong Kong) Limited,11-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","System Specialist (URGENT, Up to 30K)",2,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.manpowergroupgrc.hk,/hk/en/job/system-specialist-urgent-up-to-30k-100003008809084,"['5-day work, perm role', 'Microsoft Server, Active Directory', '2+ years of IT related experience']","Information Technology (IT), Support, Others"
Not Specified,Entry,Page Personnel,23-09-2021,22-10-2021,['3602 2433'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","I-Bank, Systems support",3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,http://www.pagepersonnel.com.hk,/hk/en/job/i-bank-systems-support-100003008760158,"['Rare headcount', 'Work-life balance', 'Good opportunity and industry']","Banking / Finance, Others, Information Technology (IT), Support, Software Development"
Not Specified,Senior,uSMART Securities Limited,23-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Product Manager - Mobile App (Internet Brokerage / Fintech),3,Degree,NotSpecified,Analyst Programmer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/product-manager-mobile-app-internet-brokerage-fintech-100003008759676,"['Rapidly expanding Fintech company', 'Securities firm with SFC Type 1, 4 & 9 license', 'Product Specialist']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Mobile / Wireless Communications"
Not Specified,Senior,Linkers International Limited,23-09-2021,22-10-2021,['2391 2813'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","Mobile Lead / Senior Mobile Application Developer - up to 55k, perm role",5,Degree,HK$45K-55K/month,Analyst Programmer,50,1,0,1,0,1,0,Not Specified,/hk/en/job/mobile-lead-senior-mobile-application-developer-up-to-55k-perm-role-100003008760944,"['5 days work, perm role at sizeable company', 'Insurance & financial services project', 'Package: 50k-55k + bonus + 16AL']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
