Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Middle,IVC Solutions Limited,http://www.ivcsol.com,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Others","['Senior Solutions Consultant', 'SAP', 'Experience in ERP / CRM / business process']",Senior Solutions Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Micom Tech Limited,http://www.micomtech.com.hk,2021-10-04,2021-10-22,0,no-email@email.com,Electronics/Electrical Equipment,"Engineering, Electrical / Electronics, Information Technology (IT), Hardware, Software Development","['Circuitry design and firmware development', 'Apps development on iOS, Android and Windows', 'Application/Client software using Cloud services']",Electronics/Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Page Personnel,http://www.pagepersonnel.com.hk,2021-10-04,2021-10-22,['3602 2432'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Others","['MNC Exposure', 'Excellent Career Path', 'Young and Energetic team']",IT Helpdesk Support - Global Investment Firm,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Function One Computer Services,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Others, Marketing / Public Relations, Marketing - General / Support, Marketing - Marketing Communication","['Marketing experience preferably in IT industry', 'Aggressive & independent w/ strong business sense', '5-days work with good career prospect']",Marketing Executive,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,A.S. Watson Retail (HK) Limited,https://www.aswatsoncareers.com/,2021-10-22,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting","['Business Analyst', 'Business Process Streamlining', 'Business Process Re-Engineering']",IT Business Analyst - ERP (Corporate Systems),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Bond West Consultants,http://www.bondwest.com,2021-09-23,2021-10-22,['2957 8166'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others","['Permanent role', 'Angular , .NET Core', '5 days']",Analyst Programmer |.Net core| Angular| JavaScript | Cloud 30-40K,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Midland Holdings Limited,http://www.midland.com.hk,2021-09-23,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), DBA, Software Development, Data Scientist","['3yrs experience in Business Intelligence Analyst', 'ETL, Data Modeling, BI and Paginated reports', 'Strong in SQL/Python/SSIS/SSRS/SSAS/DAX/Power BI']",Data Analyst (Data Warehouse / ETL / Power BI),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,ITIVITI Hong Kong Limited,Not Specified,2021-09-27,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","['Global financial tech company (Capital Market)', 'Regional exposure, managing APAC clients', 'Competitive salary package & benefits - 20 days AL']","Software Engineer (Hong Kong) (C++, Fintech)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,NewType Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Technical / Functional Consulting","['Java Engineer', 'International Organization', 'Financial Services']",Java Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Pactera (Hong Kong) Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['ASP.NET, C#.NET application, JavaScript framework', 'VB.NET, MS.NET, Microsoft SQL Serve, JavaScript', 'Opportunity of career development in Insurance Ind']","System Analyst (C#, ASP.Net, SQL, JavaScript)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Accenture Technology Solutions (HK) Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Others","['Min 3 years design & implementation experience', 'Strong technical knowledge in SFDC architecture', 'Breadth across tech stacks with deep hands on exp.']",Salesforce Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,NewType Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Application Specialist - Network, Testing / QA","['International FinTech Company', 'Collaborative, Caring and Cordial work environment', 'Professional career development opportunity']",(Senior) DevOps / Cloud / Platform / Site Reliability Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Green Radar ( Hong Kong ) Limited,https://www.greenradar.com/,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Security, Technical / Functional Consulting, Others","['Email Security', 'Good career prospect', 'Attractive remuneration package']","Senior Solution Consultant, Email Security","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,HGC Global Communications Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Technical / Functional Consulting","['Degree holder in IT, Engineering', 'Practical IT knowledge', 'Telecom services and network solution experience']",Assistant Solution Consultant / Solution Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Endeavour Search Limited,http://www.endeavourasia.com/,2021-09-30,2021-10-22,['3956-1828'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","['Global Firm in FMCG/Retail/Logistic/Digital', 'Software Development Lead', 'Wan Chai office - 5 min to MTR']",Systems Analyst - Digital & E-commerce,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Million Success Resources Limited,Not Specified,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development, Application Specialist - Network, Security","['DevOps on Cloud', 'International FinTech company with start-up cult', 'Flexible leaves']",DevOps Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Morgan McKinley,http://www.morganmckinley.com.hk,2021-10-04,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Management, Software Development","['Attractive remuneration package', 'Java, Spring, Maven, Hibernate, Shell scripting', 'Degree hold er v or above']",System Analyst (Java) | Banking,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,A.S. Watson Retail (HK) Limited,https://www.aswatsoncareers.com/,2021-10-04,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, E-commerce, Software Development","['Suggest to optimize eCom operations efficiency', 'Microservices', 'Strong in SQL and programming']",System Analyst /  Analyst Programmer  - eCom System,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Seeds Talent Solution Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Network & System, Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Provide solution consulting for IT security', 'Knowledge in Microsoft 365 or Google Workspace', 'Attractive package with good career prospect']",Senior Solution Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Global Talent Services Limited,http://www.global-talents.com,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['Java & Spring', 'React Native mobile banking development', 'Perm, in house post']","Analyst Programmer / System Analyst (Java, perm/in-house) (Ref.GTS_EW_JAVA)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-10-06,2021-10-22,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), Software Development, Others, Data Scientist","['Bachelor’s Degree in Computer Science, Statistics', '3+ Year exp in Qlik Sense and Tableau', 'Exp in Python']",BI and Data Engineer (Banking),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,ISS Facility Services Limited,http://www.hk.issworld.com,2021-10-08,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Product Management / Business Analyst, Network & System, Others","['Formulate business information processing system', 'Experience in SAP & Microsoft Office 365 products', 'Minimum 3 years’ relevant experience']",Business Analyst (Job Ref: ADV/21/234),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,HKT,http://www.pccw.com,2021-10-08,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Support, Product Management / Business Analyst, E-commerce, Product Management / Business Analyst","['Establish program strategy', 'Conduct competitive analysis and report', 'Stakeholder management']",Senior Business Analyst - The Club,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Kai OS Technologies (Hong Kong) Limited,Not Specified,2021-10-13,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Data Scientist","['Degree in Mathematics/ Computer Science/ Statistic', 'Machine Learning', '5 days work week, Double pay, Bonus']",Data Scientist,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Smartme Corporation Limited,Not Specified,2021-10-15,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Proficiency in back-end application development', 'Innovation in Property Tech and strategic business', 'Engaging and collaborative environment']",Senior Analyst Programmer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Pengtai Greater China Company Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), IT - Webmaster / SEO, Mobile / Wireless Communications","['Energetic working environment, good team player', 'Flexible working hours, medical coverage (dental)', '5 days work, discretionary bonus, mobile allowance']",Senior Frontend Developer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,Hong Kong Broadband Network Limited,http://www.hkbn.net/2012/,2021-10-08,2021-10-22,0,no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Technical / Functional Consulting","['Talent-first Culture & LIFE-work priority', 'Solid knowledge of Network development', 'Manage and coordinate network project progress']",Network Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,BDO Financial Services Limited,Not Specified,2021-10-12,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Banking / Finance, Financial Services, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['Temp to Perm role', 'Banking Experience preferred', 'Data Analysis']","Data Analyst  – Banking (6 months contract, Temp to Perm)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,Alexis Services Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['Implementing Data Governance programs', 'Provide first line support for local data issues', 'Familiar with big data platform']","BI Data Analyst, Financial Institution","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Middle,China Construction Bank (Asia) Corporation Limited,http://www.asia.ccb.com/,2021-09-23,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software","['Senior Systems Consultant', 'Middleware', 'Oracle WebLogic / IBM WebSphere']",Senior Systems Consultant (Middleware),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Blue Cross (Asia-Pacific) Insurance Limited,http://www.bluecross.com.hk,2021-09-23,2021-10-22,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), Product Management / Business Analyst, Network & System, Insurance, Others","['Handle new IT initiatives', 'System implementation and business analysis', 'Experience in Insurance business is preferred']",Senior System & Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,City University of Hong Kong,http://www.cityu.edu.hk,2021-09-24,2021-10-22,"['2788 1154', '3442 0311']",no-email@email.com,Education,"Media & Advertising, Creative / Design, Information Technology (IT), Network & System, Others","['Gratuity, leave, medical and dental schemes', 'Oversee all the IT infrastructure and systems', 'Bachelor’s degree in Computer Science']",Information Technology Officer I in the College of Liberal Arts and Social Sciences [Ref. B/494/03],"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,IT Channel (Asia) Limited,http://www.itchannel.asia,2021-09-27,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Security, Network & System","['Immediate Available is an advantage', 'Infrastructure operator', 'Redhat']",Infrastructure Operator,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Pactera (Hong Kong) Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Network, Security, Network & System","['Stable working environment', 'Abundant internal resources', 'Self-management culture & Knowledgeable Team']",Senior Engineer (Network Security),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,2021-09-28,2021-10-22,0,no-email@email.com,Telecommunication,"Sales, CS & Business Devpt, Business Development, Information Technology (IT), Support, Technical Sales / Sales Engineer","['Presales, Total Solutions', '5 years working experience', 'Candidate with less experience will be considered']","Presales Solution Consultant, Total Solutions","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,BOCI,http://www.bocigroup.com,2021-09-30,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), IT Project Management / Team Lead, Software Development","['Hands on Java development experience required', 'Exposure to securities trading, market data, FIX', 'Financial industry experience']","AVP/VP, Architect / Senior Java Developer","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Links International,http://www.linksinternational.com/,2021-09-30,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), DBA","['Solid exp. in GCP or AWS services', '5+yrs exp in sizable data analytics related system', 'Exp. implementing ETL/Data streaming']",Cloud Data Engineer (GCP),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,New World Development Co Limited,Not Specified,2021-10-04,2021-10-22,0,no-email@email.com,Property Development,"Information Technology (IT), Application Specialist - Software","['Maintain and develop systems, websites, APP', 'Hands-on experience in database & web programming', 'Web application development on Java / PHP / .Net']",System Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,HGC Global Communications Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Telecommunication,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Degree holder in IT, Engineering', 'Practical IT knowledge', 'Telecom services and network solution experience']",Solution Consultant / Senior Solution Consultant (For SME),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Bangkok Bank Public Co Limited,Not Specified,2021-10-07,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Network & System, Others","['Participate in full SDLC', 'Provide system training', 'University graduates in Computer Science']",Senior / Systems Analyst (Ref: OSC-08/45/240-DB),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,SmarTone Telecommunications Limited,http://www.smartone.com,2021-10-08,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Product Management / Business Analyst","['Collect, validate and document business problems', 'Liaise between stakeholders and technical teams', 'Drive the delivery of IT projects']",Business Analyst (IT Project),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Drake Overload Limited,https://hk.drakeintl.com/,2021-10-08,2021-10-22,0,['cto\xa0@ drake.com.hk'],Human Resources Management/Consultancy,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['Permanent or contract role, in financial services', 'Manage server, NAS/SAN, and HCI infrastructure', 'Experience in Linux, ESXi, VMWare, cloud operation']",IT Infrastructure Senior Engineer,"Contract,Temporary",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Lingnan University,http://www.ln.edu.hk,2021-10-12,2021-10-22,0,no-email@email.com,Education,"Information Technology (IT), Application Specialist - Software","['perform application development', 'build high quality applications', 'implementation of digital transformation']",Senior Information Officer (Ref: 21/192),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,CL Technical Services Limited.,http://www.clts.com,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Stable Working Hours', 'Public Sector', 'Data Warehousing']","Business Analyst (BI, Project Management, $35-40K)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,InfoTech Services ( HK ) Limited. 資訊科技服務(香港)有限公司,http://www.infotech.com.hk,2021-10-13,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, IT Management, Network & System","['Windows Server', 'AD', 'Server Virtualization Technology']","Consultant - Windows Server, AD, Server Virtualisation (Bid Ref 35426-3)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,Shiseido Hong Kong Limited,Not Specified,2021-10-15,2021-10-22,0,no-email@email.com,Health & Beauty Care,"Information Technology (IT), Application Specialist - Software, Others, E-commerce, Software Development","['Solid exp in application development & integration', 'Solid in e-Commerce areas', 'Preferably with retail experience']","System Analyst (e-Commerce & Integration), Information & Technology Transformation","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,BUPA Asia Limited,http://www.bupa.com.hk,2021-09-24,2021-10-22,0,no-email@email.com,Insurance/Pension Funding,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Network & System","['Design and Build Infrastructure Solutions', 'Infrastructure Operation/Business Continuity Mngt', 'Over 7 years or relevant work experience']",(Senior) Infrastructure Specialist,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,7
Not Specified,Middle,Fujitsu Hong Kong Limited,http://hk.fujitsu.com.,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support","['Administer Window, Linux, Storage for Clients', 'Provide D-to-D management for server infra service', 'System Documentations preparation and management']",System Engineer - Infrastructure and Cloud,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Middle,Bureau Veritas Hong Kong Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Laboratory,"Information Technology (IT), DBA, Network & System, Others","['At least 10 years’ experience in network field', 'Network and datacenter Infrastructure experience', 'Networking experiences in TCP/IP, routing, etc.']",Network Administrator (Regional),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,10
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,2021-10-07,2021-10-22,['62907292'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Network & System, Technical / Functional Consulting, Others","['Global presence, market entrant - career growth', 'Cutting-edge leading technology exposure', 'Global clientele, global impact']",Cloud Solutions Architect - Unique Consultancy,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,10
Not Specified,Middle,Ambitious People Group,http://www.ambitiouspeople.hk,2021-10-06,2021-10-22,['3511 6261'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","['digital payment solution', '13 operation offices in Asia', 'HKD 30,000 to HKD 40,000 per month']",Java Analyst Programmer | Payment Fintech,"Full Time, Permanent",Degree,HK$30K-35K/month,Service Designer,32,0,0,0,0,0,0,0,1
Not Specified,Middle,Ambitious People Group,http://www.ambitiouspeople.hk,2021-10-03,2021-10-22,['3511 6201'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Software Development, Technical / Functional Consulting","['Guaranteed the 13th-months', 'Knowledge in nodejs, vuejs', 'Work independently and interested in AI software']",(Senior) JavaScript developer - AI company,"Full Time, Permanent",Degree,HK$25K-45K/month,Service Designer,35,0,0,0,0,0,0,0,1
Not Specified,Middle,Varmeego Link Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development","['7 years of experience in application development', 'Multiple Openings', 'Attractive salary and benefits package']",Systems Analyst / Senior AP,"Full Time, Permanent",Degree,HK$35K-45K/month,Service Designer,40,0,0,0,0,0,0,0,1
Not Specified,Middle,Ambitious People Group,http://www.ambitiouspeople.hk,2021-10-06,2021-10-22,['3511 6261'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Management, Mobile / Wireless Communications","['online banking', 'young culture', 'manage large-scale projects']",Python Programmer | Virtual Bank,"Full Time, Permanent",Degree,HK$35K-45K/month,Service Designer,40,0,0,0,0,0,0,0,1
Not Specified,Middle,Avanade Hong Kong Limited,Not Specified,2021-10-06,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Security, Network & System, Technical / Functional Consulting","['Created by Accenture and Microsoft', ""13M's Pay,15 Annual Leave, ESPP, Group Medical"", 'Housing Bonus, Kudos Program, Mobile&Extend Bonus']",SIEM Consultant/SIEM Specialist/Cyber Security/Security Consultant/Security Specialist,"Full Time, Permanent",Degree,HK$35K-55K/month,Service Designer,45,0,0,0,0,0,0,0,3
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Profit-making Fintech Business', 'Multinational & Friendly Environment', 'React, Redux, Typescript']","Senior Frontend Developer, Fintech (React+TypeScript,45K - 60K)","Full Time, Permanent",Degree,HK$45K-55K/month,Service Designer,50,0,0,0,0,0,0,0,1
Not Specified,Middle,Pinpoint Asia Limited,http://www.pinpointasia.com,2021-10-12,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), DBA, Software Development, Data Scientist","['Large Scale firm', 'Informatica / ETL / SQL', 'Public Cloud']",Data Engineer (ETL) - Large Financial Group,"Full Time, Permanent",Degree,HK$45K-55K/month,Service Designer,50,0,0,0,0,0,0,0,5
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,2021-09-24,2021-10-22,['2232 3420'],no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Corporate Banking, Financial Services, Information Technology (IT), IT Auditing","['IT audit role for Asia Pacific region', 'IT System audit, cybersecurity audit', 'International investment bank']",Regional IT Audit (Group level) - Global Investment Bank,"Full Time, Permanent",Degree,HK$55K-90K/month,Service Designer,72,0,0,0,0,0,0,0,5
Not Specified,Middle,Ambition,http://www.ambition.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Senior Full Stack Software Engineer', 'Financial Services', 'Based in Hong Kong']",Full Stack Software Engineer - Financial Services - Hong Kong,"Full Time, Permanent",Degree,HK$70K-90K/month,Service Designer,80,0,0,0,0,0,0,0,1
Not Specified,Middle,Ambition,http://www.ambition.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Site Reliability Engineer', 'Financial Services', 'Based in Hong Kong']",Site Reliability Engineer - Financial Services - Hong Kong,"Full Time, Permanent",Degree,HK$70K-90K/month,Service Designer,80,0,0,0,0,0,0,0,1
Not Specified,Middle,Eternity Consultants (HK) Limited,http://www.hketernity.com,2021-10-01,2021-10-22,"['3527 0634', '3542 5082']",no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['5 years in programming & database administration', 'Experience in ERP system support', 'Develop and maintain application systems & report']",Analyst Programmer / Senior Analyst programmer  –  ERP System -,"Full Time, Permanent",Matriculated,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,APEX Solutions Limited,Not Specified,2021-09-24,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Software Development, Network & System","['5 day work week, Medical Insurance, bonus', 'Adobe XD to HTML/CSS/JavaScript', 'PHP Web Developer who is an expert in WordPress']",Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Forida Limited,http://www.forida.com.hk,2021-10-05,2021-10-22,0,no-email@email.com,Information Technology,"Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management, Information Technology (IT), IT Management","['BIM Software (Revit, Navisworks, AutoCAD)', 'BIM Platform (BIM360, BIMCollab, Solibri)', 'BIM Coordinator / Leader']",BIM Coordinator,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Kingvisions Consultants Limited,Not Specified,2021-10-09,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Application Specialist - Network, Network & System, Technical / Functional Consulting","['2 yrs in solution design, deploying & support', 'Build, maintenance and manage cloud infrastructure', 'Exp in Router/ Switch/ Firewall/ Load balancer']",Network Engineer/ Network Consultant (Fresh grad welcome !),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,HKAI Limited,Not Specified,2021-09-23,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Enthusiastic team, Growing Company', 'Tech company with open communication management', 'Double pay, Medical Insurance, Five-day Work']",Senior Backend Developer/ System Analyst,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
